,movieId,imdbId,json_data
0,3273,134084,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
1,3275,144117,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
2,3285,163978,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
3,3298,181984,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
4,3300,134847,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
5,3301,190138,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
6,3316,184858,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
7,3317,185014,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
8,3354,183523,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
9,3408,195685,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
10,3409,195714,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
11,3452,165929,"{'adult': False, 'backdrop_path': '/yZK4T7ZDQcQr5omvSnJnR9IzBVa.jpg', 'belongs_to_collection': {'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/dZqsivuEhuHMYgLiMjtMXLImRzE.jpg'}, 'budget': 40000000, 'genres': [{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}], 'homepage': '', 'id': 4234, 'imdb_id': 'tt0134084', 'original_language': 'en', 'original_title': 'Scream 3', 'overview': 'As bodies begin dropping around the set of ‘Stab 3’, a movie sequel based on the gruesome Woodsboro killings, Sidney, Gale and Dewey are once again drawn into a game of horror movie mayhem.', 'popularity': 35.029, 'poster_path': '/qpH8ToZVlFD1bakL04LkEKodyDI.jpg', 'production_companies': [{'id': 1600, 'logo_path': None, 'name': 'Craven-Maddalena Films', 'origin_country': ''}, {'id': 7405, 'logo_path': '/rfnws0uY8rsNAsrLbx3gEIcYXx3.png', 'name': 'Dimension Films', 'origin_country': 'US'}, {'id': 85, 'logo_path': None, 'name': 'Konrad Pictures', 'origin_country': ''}], 'production_countries': [{'iso_3166_1': 'US', 'name': 'United States of America'}], 'release_date': '2000-02-03', 'revenue': 161834276, 'runtime': 116, 'spoken_languages': [{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}], 'status': 'Released', 'tagline': 'Someone has taken their love of trilogies one step too far.', 'title': 'Scream 3', 'video': False, 'vote_average': 5.9, 'vote_count': 2541}"
