,imdbId,movieId
0,114709,1
1,113497,2
2,113228,3
3,114885,4
4,113041,5
5,113277,6
6,114319,7
7,112302,8
8,114576,9
9,113189,10
10,112346,11
11,112896,12
12,112453,13
13,113987,14
14,112760,15
15,112641,16
16,114388,17
17,113101,18
18,112281,19
19,113845,20
20,113161,21
21,112722,22
22,112401,23
23,114168,24
24,113627,25
25,114057,26
26,114011,27
27,114117,28
28,112682,29
29,115012,30
30,112792,31
31,114746,32
32,114952,33
33,112431,34
34,112637,35
35,112818,36
36,112286,37
37,113442,38
38,112697,39
39,112749,40
40,114279,41
41,112819,42
42,114272,43
43,113855,44
44,114681,45
45,113347,46
46,114369,47
47,114148,48
48,114916,49
49,114814,50
50,109950,51
51,113819,52
52,110299,53
53,112499,54
54,113158,55
55,113541,56
56,113321,57
57,110877,58
58,112714,59
59,113419,60
60,116260,61
61,113862,62
62,116126,63
63,118002,64
64,115683,65
65,116839,66
66,114753,67
67,113149,68
68,113118,69
69,116367,70
70,113010,71
71,113537,72
72,113828,73
73,115644,74
74,115676,75
75,114367,76
76,113973,77
77,112744,78
78,116731,79
79,112445,80
80,114660,81
81,112379,82
82,114039,83
83,113612,84
84,112365,85
85,118158,86
86,116151,87
87,115697,88
88,113972,89
89,113490,90
90,117002,92
91,114825,93
92,115639,94
93,115759,95
94,113403,96
95,113247,97
96,111173,98
97,113283,99
98,115907,100
99,115734,101
100,117102,102
101,118040,103
102,116483,104
103,112579,105
104,110251,106
105,117110,107
106,112646,108
107,113276,109
108,112573,110
109,75314,111
110,113326,112
111,115645,113
112,113774,114
113,112556,115
114,112373,116
115,115033,117
116,116606,118
117,114536,119
118,117427,120
119,106473,121
120,103859,122
121,109424,123
122,114808,124
123,116324,125
124,110647,126
125,111055,127
126,110217,128
127,114131,129
128,112364,130
129,113107,131
130,113451,132
131,114015,133
132,114500,134
133,116130,135
134,113125,136
135,113756,137
136,113952,138
137,114618,139
138,118055,140
139,115685,141
140,94878,142
141,113200,143
142,112585,144
143,112442,145
144,112342,146
145,112461,147
146,112427,148
147,109093,149
148,112384,150
149,114287,151
150,112288,152
151,112462,153
152,61395,154
153,112495,155
154,112541,156
155,109370,157
156,112642,158
157,112688,159
158,112715,160
159,112740,161
160,109508,162
161,112851,163
162,112857,164
163,112864,165
164,112887,166
165,113044,167
166,113071,168
167,113114,169
168,113243,170
169,113464,171
170,113481,172
171,113492,173
172,113500,174
173,113540,175
174,113677,176
175,113690,177
176,107447,178
177,113729,179
178,113749,180
179,113820,181
180,113851,182
181,110604,183
182,110620,184
183,113957,185
184,113986,186
185,114095,187
186,114194,188
187,114241,189
188,114323,190
189,114345,191
190,114435,192
191,114436,193
192,114478,194
193,114496,195
194,114508,196
195,114534,197
196,114558,198
197,58450,199
198,114666,200
199,114663,201
200,114702,202
201,114682,203
202,114781,204
203,114798,205
204,114805,206
205,114887,207
206,114898,208
207,114928,209
208,114938,210
209,109340,211
210,112602,212
211,111579,213
212,110882,214
213,112471,215
214,112508,216
215,112438,217
216,112571,218
217,112757,219
218,112643,220
219,112679,222
220,109445,223
221,112883,224
222,109635,225
223,112899,226
224,109676,227
225,112854,228
226,109579,229
227,109642,230
228,109686,231
229,111797,232
230,109759,233
231,109758,234
232,109707,235
233,113117,236
234,113097,237
235,113028,238
236,113198,239
237,113303,240
238,113089,241
239,109771,242
240,113199,243
241,113234,244
242,109906,245
243,110057,246
244,110005,247
245,110066,248
246,110116,249
247,110006,250
248,113360,251
249,110099,252
250,110148,253
251,113463,254
252,110189,255
253,110216,256
254,113501,257
255,113538,258
256,113552,259
257,76759,260
258,110367,261
259,113670,262
260,110296,263
261,109731,264
262,103994,265
263,110322,266
264,110443,267
265,110365,268
266,107566,269
267,110391,270
268,113691,271
269,110428,272
270,109836,273
271,113755,274
272,110538,275
273,110516,276
274,110527,277
275,113808,278
276,113896,279
277,113870,280
278,110684,281
279,110638,282
280,113967,283
281,117169,284
282,106402,285
283,113948,286
284,110671,287
285,110632,288
286,110737,289
287,110729,290
288,114151,291
289,114069,292
290,110413,293
291,114113,294
292,114210,295
293,110912,296
294,114084,297
295,105652,298
296,110889,299
297,110932,300
298,114129,301
299,110963,302
300,114214,303
301,114296,304
302,110907,305
303,111495,306
304,108394,307
305,111507,308
306,110769,309
307,114268,310
308,110965,311
309,114571,312
310,111333,313
311,111112,314
312,111255,315
313,111282,316
314,111070,317
315,111161,318
316,111149,319
317,108260,320
318,106966,321
319,114594,322
320,111309,324
321,113936,325
322,110081,326
323,114614,327
324,114608,328
325,111280,329
326,114609,330
327,111454,331
328,114852,332
329,114694,333
330,111590,334
331,114788,335
332,114888,336
333,108550,337
334,114857,338
335,114924,339
336,111667,340
337,109655,341
338,110598,342
339,112435,343
340,109040,344
341,109045,345
342,106339,346
343,104779,347
344,109348,348
345,109444,349
346,109446,350
347,109484,351
348,109504,352
349,109506,353
350,109450,354
351,109813,355
352,109830,356
353,109831,357
354,113305,358
355,110091,359
356,110093,360
357,110167,361
358,110213,362
359,107472,363
360,110357,364
361,107426,365
362,111686,366
363,110475,367
364,110478,368
365,110588,369
366,110622,370
367,110771,371
368,110950,372
369,105226,373
370,110989,374
371,111054,375
372,110997,376
373,111257,377
374,111256,378
375,111438,379
376,111503,380
377,111693,381
378,111742,382
379,111756,383
380,112443,384
381,110455,385
382,111048,386
383,110399,387
384,112570,388
385,109454,389
386,59170,390
387,110186,391
388,108069,392
389,111301,393
390,112702,394
391,112849,395
392,113014,396
393,113043,397
394,113104,398
395,113173,399
396,113319,400
397,113827,401
398,114047,402
399,112889,403
400,109339,404
401,110027,405
402,109785,406
403,113409,407
404,109021,408
405,109035,409
406,106220,410
407,111804,411
408,106226,412
409,109068,413
410,109067,414
411,106292,415
412,109198,416
413,109219,417
414,106379,418
415,106400,419
416,109254,420
417,109279,421
418,109297,422
419,109303,423
420,109305,424
421,109306,425
422,106452,426
423,106471,427
424,106489,428
425,109361,429
426,106505,430
427,106519,431
428,109439,432
429,109443,433
430,106582,434
431,106598,435
432,109456,436
433,109480,437
434,109493,438
435,106660,439
436,106673,440
437,106677,441
438,106697,442
439,109729,443
440,106834,444
441,106873,445
442,106332,446
443,109783,447
444,106881,448
445,106880,449
446,111732,450
447,106926,451
448,111712,452
449,106941,453
450,106918,454
451,106965,455
452,109842,456
453,106977,457
454,107004,458
455,109890,459
456,109891,460
457,109913,461
458,109920,462
459,107057,463
460,107076,464
461,107096,465
462,107144,466
463,113674,467
464,112966,468
465,107151,469
466,110064,470
467,110074,471
468,110097,472
469,110123,473
470,107206,474
471,107207,475
472,110137,476
473,108551,477
474,110197,478
475,107286,479
476,107290,480
477,107302,481
478,110265,482
479,107322,483
480,110305,484
481,107362,485
482,107413,486
483,110353,487
484,107468,488
485,107478,489
486,107497,490
487,107501,491
488,107507,492
489,107554,493
490,116253,494
491,74102,495
492,111689,496
493,107616,497
494,107611,498
495,107613,499
496,107614,500
497,107653,501
498,110657,502
499,110649,503
500,110678,504
501,110687,505
502,107756,506
503,107808,507
504,107818,508
505,107822,509
506,107840,510
507,107889,511
508,111003,512
509,110939,513
510,110955,514
511,107943,515
512,110971,516
513,107969,517
514,111001,518
515,107978,519
516,107977,520
517,107983,521
518,105275,522
519,108000,523
520,108002,524
521,108026,525
522,105032,526
523,108052,527
524,111094,528
525,108065,529
526,111102,530
527,108071,531
528,111127,532
529,111143,533
530,108101,534
531,108122,535
532,111194,536
533,111201,537
534,108149,538
535,108160,539
536,108162,540
537,83658,541
538,108186,542
539,108174,543
540,108238,544
541,89256,545
542,108255,546
543,111323,547
544,111400,548
545,108328,549
546,111418,550
547,107688,551
548,108333,552
549,108358,553
550,111488,554
551,108399,555
552,108515,556
553,110763,558
554,107779,559
555,109226,560
556,110259,561
557,114906,562
558,107002,563
559,109403,564
560,104029,565
561,110623,566
562,107315,567
563,106408,568
564,110363,569
565,107349,570
566,111709,571
567,109828,572
568,107225,573
569,111252,574
570,110366,575
571,106878,576
572,109120,577
573,108059,579
574,110892,580
575,112651,581
576,107642,582
577,109382,583
578,106678,584
579,112572,585
580,99785,586
581,99653,587
582,103639,588
583,103064,589
584,99348,590
585,114706,591
586,96895,592
587,102926,593
588,29583,594
589,101414,595
590,32910,596
591,100405,597
592,110719,598
593,65214,599
594,110395,600
595,111752,601
596,109934,602
597,112606,603
598,115978,604
599,117247,605
600,112625,606
601,106537,607
602,116282,608
603,116552,609
604,82509,610
605,116514,611
606,117283,612
607,116684,613
608,110374,614
609,70506,615
610,65421,616
611,113083,617
612,118001,618
613,116165,619
614,102855,620
615,107471,621
616,113839,623
617,112712,624
618,90665,625
619,117891,626
620,113613,627
621,117381,628
622,114305,629
623,115837,630
624,115509,631
625,114671,632
626,112844,633
627,114658,634
628,116275,635
629,113122,636
630,117608,637
631,113448,638
632,116414,639
633,116095,640
634,111543,641
635,117517,642
636,117312,643
637,116485,644
638,113947,645
639,115956,647
640,117060,648
641,109028,649
642,117071,650
643,117788,651
644,112257,652
645,116136,653
646,118026,654
647,117117,655
648,116168,656
649,111787,657
650,112509,658
651,54189,659
652,115591,660
653,116683,661
654,116287,662
655,116768,663
656,116269,664
657,114787,665
658,113720,666
659,112536,667
660,48473,668
661,52572,670
662,117128,671
663,114616,672
664,117705,673
665,62711,674
